Date,Bill Number,Item Description,Time,Quantity,Rate,Tax,Discount,Total,Category
2023-03-05,B6384,Salad,20:49:45,2,3.0,0.48,0.0,6.48,Food
2023-03-05,B6385,Coffee,03:43:42,2,3.0,0.48,0.6,5.88,Beverage
2023-03-05,B6386,Sandwich,16:47:43,3,8.0,1.92,1.2,24.72,Food
2023-03-05,B6387,Tea,08:54:29,2,4.5,0.72,0.0,9.72,Beverage
2023-03-05,B6388,Coffee,12:32:27,2,2.5,0.4,0.5,4.9,Beverage
2023-03-05,B6389,Pastry,23:37:16,1,3.0,0.24,0.3,2.94,Food
2023-03-05,B6390,Pastry,09:42:49,2,3.0,0.48,0.0,6.48,Food
2023-03-05,B6391,Sandwich,04:11:51,3,6.0,1.44,0.0,19.44,Food
2023-03-05,B6392,Sandwich,22:03:57,1,3.5,0.28,0.35,3.43,Food
2023-03-05,B6393,Tea,20:34:30,3,6.0,1.44,0.9,18.54,Beverage
2023-03-05,B6394,Salad,11:28:44,1,6.0,0.48,0.6,5.88,Food
2023-03-05,B6395,Sandwich,12:39:34,2,3.5,0.56,0.0,7.56,Food
2023-03-05,B6396,Salad,03:40:20,1,3.5,0.28,0.0,3.78,Food
2023-03-05,B6397,Tea,16:06:43,3,3.5,0.84,0.52,10.82,Beverage
2023-03-05,B6398,Coffee,01:59:26,3,4.0,0.96,0.0,12.96,Beverage
2023-03-05,B6399,Tea,08:08:48,1,6.0,0.48,0.3,6.18,Beverage
2023-03-05,B6400,Pastry,10:55:35,2,4.5,0.72,0.45,9.27,Food
2023-03-05,B6401,Coffee,00:52:42,2,8.0,1.28,0.8,16.48,Beverage
2023-03-05,B6402,Coffee,13:41:58,1,8.0,0.64,0.8,7.84,Beverage
2023-03-05,B6403,Sandwich,08:51:18,2,4.5,0.72,0.45,9.27,Food
2023-03-05,B6404,Pastry,00:36:12,1,7.0,0.56,0.7,6.86,Food
2023-03-05,B6405,Tea,18:01:26,1,6.0,0.48,0.3,6.18,Beverage
2023-03-05,B6406,Salad,16:51:06,1,2.5,0.2,0.12,2.58,Food
2023-03-05,B6407,Coffee,21:50:06,2,3.5,0.56,0.0,7.56,Beverage
2023-03-05,B6408,Sandwich,03:11:03,2,4.0,0.64,0.4,8.24,Food
2023-03-05,B6409,Tea,13:03:31,2,5.0,0.8,0.5,10.3,Beverage
2023-03-05,B6410,Sandwich,06:49:41,1,2.5,0.2,0.25,2.45,Food
2023-03-05,B6411,Tea,16:03:54,2,3.0,0.48,0.0,6.48,Beverage
2023-03-05,B6412,Coffee,08:41:30,3,3.0,0.72,0.45,9.27,Beverage
2023-03-05,B6413,Pastry,17:02:08,1,4.5,0.36,0.45,4.41,Food
2023-03-05,B6414,Tea,07:21:21,1,4.5,0.36,0.22,4.64,Beverage
2023-03-05,B6415,Coffee,14:32:39,3,4.5,1.08,0.0,14.58,Beverage
2023-03-05,B6416,Salad,01:30:35,2,3.0,0.48,0.3,6.18,Food
2023-03-05,B6417,Coffee,08:46:48,2,4.5,0.72,0.9,8.82,Beverage
2023-03-05,B6418,Tea,04:53:40,2,4.0,0.64,0.8,7.84,Beverage
2023-03-05,B6419,Sandwich,08:10:13,3,8.0,1.92,1.2,24.72,Food
2023-03-05,B6420,Pastry,06:36:32,2,5.0,0.8,0.0,10.8,Food
2023-03-05,B6421,Coffee,21:27:21,1,4.5,0.36,0.22,4.64,Beverage
2023-03-05,B6422,Sandwich,16:27:08,2,4.5,0.72,0.9,8.82,Food
2023-03-05,B6423,Tea,21:47:20,2,4.0,0.64,0.4,8.24,Beverage
2023-03-05,B6424,Salad,19:15:53,3,3.5,0.84,0.0,11.34,Food
2023-03-06,B6425,Coffee,17:37:59,2,8.0,1.28,1.6,15.68,Beverage
2023-03-06,B6426,Salad,11:21:34,2,3.0,0.48,0.6,5.88,Food
2023-03-06,B6427,Salad,03:44:36,1,3.0,0.24,0.0,3.24,Food
2023-03-06,B6428,Coffee,02:29:48,3,4.0,0.96,0.0,12.96,Beverage
2023-03-06,B6429,Coffee,11:57:08,1,4.0,0.32,0.2,4.12,Beverage
2023-03-06,B6430,Sandwich,05:35:01,1,3.5,0.28,0.0,3.78,Food
2023-03-06,B6431,Pastry,10:51:32,1,2.5,0.2,0.0,2.7,Food
2023-03-06,B6432,Coffee,18:59:13,1,3.0,0.24,0.0,3.24,Beverage
2023-03-06,B6433,Salad,17:06:06,1,7.0,0.56,0.0,7.56,Food
2023-03-06,B6434,Pastry,20:55:36,2,5.0,0.8,1.0,9.8,Food
2023-03-06,B6435,Sandwich,11:20:08,2,4.5,0.72,0.9,8.82,Food
2023-03-06,B6436,Sandwich,12:57:34,2,8.0,1.28,0.0,17.28,Food
2023-03-06,B6437,Sandwich,10:52:10,1,5.0,0.4,0.5,4.9,Food
2023-03-06,B6438,Pastry,20:31:49,2,2.5,0.4,0.25,5.15,Food
2023-03-06,B6439,Sandwich,13:50:10,1,2.5,0.2,0.12,2.58,Food
2023-03-06,B6440,Sandwich,22:29:08,2,4.0,0.64,0.4,8.24,Food
2023-03-06,B6441,Pastry,17:23:55,3,4.5,1.08,1.35,13.23,Food
2023-03-06,B6442,Salad,10:56:24,2,6.0,0.96,1.2,11.76,Food
2023-03-06,B6443,Salad,21:38:31,3,3.5,0.84,1.05,10.29,Food
2023-03-06,B6444,Sandwich,17:52:11,3,7.0,1.68,2.1,20.58,Food
2023-03-06,B6445,Tea,00:48:12,2,3.5,0.56,0.7,6.86,Beverage
2023-03-06,B6446,Pastry,07:57:47,1,5.0,0.4,0.5,4.9,Food
2023-03-06,B6447,Pastry,07:36:10,3,5.0,1.2,0.75,15.45,Food
2023-03-06,B6448,Sandwich,20:29:50,3,5.0,1.2,1.5,14.7,Food
2023-03-06,B6449,Sandwich,18:18:50,1,4.0,0.32,0.2,4.12,Food
2023-03-06,B6450,Tea,11:45:37,3,3.0,0.72,0.45,9.27,Beverage
2023-03-06,B6451,Sandwich,09:10:13,3,4.0,0.96,1.2,11.76,Food
2023-03-06,B6452,Salad,15:48:57,3,8.0,1.92,2.4,23.52,Food
2023-03-06,B6453,Coffee,18:13:08,1,3.5,0.28,0.0,3.78,Beverage
2023-03-06,B6454,Coffee,08:18:40,2,6.0,0.96,0.6,12.36,Beverage
2023-03-06,B6455,Pastry,11:05:31,2,4.0,0.64,0.0,8.64,Food
2023-03-06,B6456,Salad,21:39:01,1,4.0,0.32,0.4,3.92,Food
2023-03-06,B6457,Sandwich,18:08:30,3,3.0,0.72,0.0,9.72,Food
2023-03-06,B6458,Sandwich,20:21:02,2,6.0,0.96,0.0,12.96,Food
2023-03-06,B6459,Sandwich,21:17:49,2,3.5,0.56,0.7,6.86,Food
2023-03-06,B6460,Coffee,20:44:47,2,6.0,0.96,0.0,12.96,Beverage
2023-03-06,B6461,Salad,19:19:45,3,4.0,0.96,1.2,11.76,Food
2023-03-06,B6462,Sandwich,00:53:36,3,5.0,1.2,0.75,15.45,Food
2023-03-06,B6463,Pastry,15:44:24,3,4.0,0.96,0.0,12.96,Food
2023-03-06,B6464,Coffee,05:42:28,3,5.0,1.2,0.75,15.45,Beverage
2023-03-06,B6465,Coffee,22:03:13,3,6.0,1.44,1.8,17.64,Beverage
2023-03-06,B6466,Tea,19:54:48,3,6.0,1.44,0.9,18.54,Beverage
2023-03-06,B6467,Salad,06:39:00,3,8.0,1.92,1.2,24.72,Food
2023-03-06,B6468,Sandwich,15:58:05,2,4.0,0.64,0.4,8.24,Food
2023-03-06,B6469,Salad,16:03:45,2,8.0,1.28,1.6,15.68,Food
2023-03-06,B6470,Salad,10:23:52,2,8.0,1.28,0.8,16.48,Food
2023-03-06,B6471,Coffee,15:42:22,3,8.0,1.92,1.2,24.72,Beverage
2023-03-06,B6472,Salad,19:29:44,3,4.5,1.08,1.35,13.23,Food
2023-03-06,B6473,Pastry,18:22:40,2,7.0,1.12,0.0,15.12,Food
2023-03-06,B6474,Pastry,02:20:06,2,5.0,0.8,0.5,10.3,Food
2023-03-06,B6475,Pastry,20:33:26,1,5.0,0.4,0.0,5.4,Food
2023-03-06,B6476,Tea,16:43:29,3,7.0,1.68,1.05,21.63,Beverage
2023-03-06,B6477,Pastry,13:43:13,2,3.0,0.48,0.0,6.48,Food
2023-03-06,B6478,Coffee,21:03:40,2,5.0,0.8,0.0,10.8,Beverage
2023-03-06,B6479,Coffee,09:35:05,2,4.5,0.72,0.0,9.72,Beverage
2023-03-06,B6480,Coffee,05:05:43,2,5.0,0.8,1.0,9.8,Beverage
2023-03-06,B6481,Tea,19:39:35,1,5.0,0.4,0.0,5.4,Beverage
2023-03-06,B6482,Coffee,13:08:00,2,4.0,0.64,0.8,7.84,Beverage
2023-03-06,B6483,Coffee,12:08:20,3,5.0,1.2,1.5,14.7,Beverage
2023-03-06,B6484,Coffee,17:01:32,1,4.0,0.32,0.0,4.32,Beverage
2023-03-06,B6485,Pastry,11:39:14,1,3.5,0.28,0.35,3.43,Food
2023-03-06,B6486,Salad,02:17:44,3,8.0,1.92,0.0,25.92,Food
2023-03-06,B6487,Tea,08:32:18,1,6.0,0.48,0.6,5.88,Beverage
2023-03-06,B6488,Pastry,19:22:54,3,8.0,1.92,0.0,25.92,Food
2023-03-06,B6489,Salad,01:00:23,3,6.0,1.44,0.9,18.54,Food
2023-03-06,B6490,Coffee,08:20:17,1,8.0,0.64,0.8,7.84,Beverage
2023-03-06,B6491,Tea,07:16:07,1,8.0,0.64,0.4,8.24,Beverage
2023-03-07,B6492,Sandwich,01:53:56,1,4.5,0.36,0.0,4.86,Food
2023-03-07,B6493,Pastry,06:10:17,3,3.5,0.84,0.52,10.82,Food
2023-03-07,B6494,Coffee,17:54:08,1,7.0,0.56,0.0,7.56,Beverage
2023-03-07,B6495,Sandwich,14:31:48,3,8.0,1.92,1.2,24.72,Food
2023-03-07,B6496,Coffee,20:38:29,2,3.5,0.56,0.0,7.56,Beverage
2023-03-07,B6497,Sandwich,14:00:14,2,2.5,0.4,0.0,5.4,Food
2023-03-07,B6498,Tea,23:26:35,3,5.0,1.2,1.5,14.7,Beverage
2023-03-07,B6499,Pastry,00:54:34,1,6.0,0.48,0.0,6.48,Food
2023-03-07,B6500,Tea,06:32:21,1,2.5,0.2,0.25,2.45,Beverage
2023-03-07,B6501,Coffee,17:07:07,2,4.0,0.64,0.0,8.64,Beverage
2023-03-07,B6502,Salad,18:55:43,1,6.0,0.48,0.0,6.48,Food
2023-03-07,B6503,Salad,22:05:31,3,4.5,1.08,0.68,13.9,Food
2023-03-07,B6504,Tea,05:32:50,3,8.0,1.92,2.4,23.52,Beverage
2023-03-07,B6505,Coffee,01:28:08,3,3.5,0.84,0.52,10.82,Beverage
2023-03-07,B6506,Tea,13:18:24,2,3.5,0.56,0.35,7.21,Beverage
2023-03-07,B6507,Pastry,04:19:41,2,3.0,0.48,0.3,6.18,Food
2023-03-07,B6508,Tea,00:38:59,3,5.0,1.2,1.5,14.7,Beverage
2023-03-07,B6509,Coffee,11:53:33,2,2.5,0.4,0.5,4.9,Beverage
2023-03-07,B6510,Sandwich,13:28:32,3,6.0,1.44,0.9,18.54,Food
2023-03-07,B6511,Tea,14:14:52,2,3.0,0.48,0.3,6.18,Beverage
2023-03-07,B6512,Coffee,23:03:15,3,4.0,0.96,1.2,11.76,Beverage
2023-03-07,B6513,Tea,08:18:31,1,4.0,0.32,0.4,3.92,Beverage
2023-03-07,B6514,Coffee,18:16:14,2,3.0,0.48,0.3,6.18,Beverage
2023-03-07,B6515,Sandwich,20:02:58,3,7.0,1.68,2.1,20.58,Food
2023-03-07,B6516,Coffee,08:22:53,2,5.0,0.8,0.0,10.8,Beverage
2023-03-07,B6517,Salad,02:09:14,2,8.0,1.28,0.0,17.28,Food
2023-03-07,B6518,Pastry,22:21:09,1,2.5,0.2,0.12,2.58,Food
2023-03-07,B6519,Pastry,04:02:37,1,5.0,0.4,0.25,5.15,Food
2023-03-07,B6520,Sandwich,17:45:45,2,3.0,0.48,0.3,6.18,Food
2023-03-07,B6521,Salad,18:59:11,3,3.0,0.72,0.45,9.27,Food
2023-03-07,B6522,Pastry,17:35:08,1,3.0,0.24,0.3,2.94,Food
2023-03-07,B6523,Sandwich,08:43:03,2,3.5,0.56,0.0,7.56,Food
2023-03-07,B6524,Pastry,11:46:36,2,4.0,0.64,0.4,8.24,Food
2023-03-07,B6525,Tea,06:21:58,1,4.5,0.36,0.22,4.64,Beverage
2023-03-07,B6526,Coffee,21:40:15,2,5.0,0.8,0.0,10.8,Beverage
2023-03-07,B6527,Sandwich,13:53:25,1,5.0,0.4,0.5,4.9,Food
2023-03-07,B6528,Coffee,09:18:43,1,4.0,0.32,0.0,4.32,Beverage
2023-03-07,B6529,Salad,22:13:44,1,3.0,0.24,0.15,3.09,Food
2023-03-07,B6530,Tea,04:57:03,3,4.0,0.96,1.2,11.76,Beverage
2023-03-07,B6531,Coffee,00:59:33,3,3.0,0.72,0.45,9.27,Beverage
2023-03-07,B6532,Sandwich,12:15:29,1,8.0,0.64,0.8,7.84,Food
2023-03-07,B6533,Salad,03:58:30,1,5.0,0.4,0.25,5.15,Food
2023-03-07,B6534,Pastry,13:30:01,3,6.0,1.44,1.8,17.64,Food
2023-03-07,B6535,Salad,20:46:08,3,7.0,1.68,0.0,22.68,Food
2023-03-07,B6536,Tea,10:39:56,3,3.5,0.84,0.0,11.34,Beverage
2023-03-07,B6537,Salad,07:16:20,1,5.0,0.4,0.5,4.9,Food
2023-03-07,B6538,Coffee,21:20:15,2,3.0,0.48,0.3,6.18,Beverage
2023-03-07,B6539,Coffee,15:15:28,1,3.0,0.24,0.3,2.94,Beverage
2023-03-07,B6540,Tea,07:01:07,3,4.0,0.96,1.2,11.76,Beverage
2023-03-07,B6541,Pastry,19:54:32,1,3.0,0.24,0.3,2.94,Food
2023-03-07,B6542,Pastry,17:54:11,2,3.5,0.56,0.35,7.21,Food
2023-03-07,B6543,Sandwich,16:58:22,2,4.0,0.64,0.0,8.64,Food
2023-03-07,B6544,Pastry,11:25:02,3,6.0,1.44,0.0,19.44,Food
2023-03-07,B6545,Tea,21:18:54,3,3.0,0.72,0.45,9.27,Beverage
2023-03-07,B6546,Salad,15:25:57,1,5.0,0.4,0.5,4.9,Food
2023-03-07,B6547,Coffee,02:21:02,3,4.0,0.96,0.0,12.96,Beverage
2023-03-07,B6548,Tea,12:54:19,2,6.0,0.96,0.6,12.36,Beverage
2023-03-07,B6549,Sandwich,19:14:58,2,8.0,1.28,0.8,16.48,Food
2023-03-07,B6550,Tea,12:07:32,1,2.5,0.2,0.0,2.7,Beverage
2023-03-07,B6551,Sandwich,00:00:54,2,8.0,1.28,0.0,17.28,Food
2023-03-08,B6552,Coffee,15:17:42,3,3.5,0.84,0.52,10.82,Beverage
2023-03-08,B6553,Pastry,13:27:21,1,5.0,0.4,0.0,5.4,Food
2023-03-08,B6554,Salad,13:33:05,1,8.0,0.64,0.0,8.64,Food
2023-03-08,B6555,Pastry,17:24:58,1,5.0,0.4,0.5,4.9,Food
2023-03-08,B6556,Coffee,03:27:48,2,4.5,0.72,0.45,9.27,Beverage
2023-03-08,B6557,Tea,20:23:03,1,7.0,0.56,0.35,7.21,Beverage
2023-03-08,B6558,Sandwich,04:52:55,3,4.0,0.96,0.6,12.36,Food
2023-03-08,B6559,Sandwich,08:41:05,2,5.0,0.8,0.0,10.8,Food
2023-03-08,B6560,Coffee,17:51:27,3,6.0,1.44,0.0,19.44,Beverage
2023-03-08,B6561,Sandwich,19:13:24,1,3.0,0.24,0.3,2.94,Food
2023-03-08,B6562,Tea,02:16:28,1,4.5,0.36,0.22,4.64,Beverage
2023-03-08,B6563,Sandwich,05:24:50,3,6.0,1.44,0.0,19.44,Food
2023-03-08,B6564,Coffee,00:41:21,2,2.5,0.4,0.5,4.9,Beverage
2023-03-08,B6565,Coffee,12:09:46,1,7.0,0.56,0.0,7.56,Beverage
2023-03-08,B6566,Coffee,05:13:01,2,8.0,1.28,0.8,16.48,Beverage
2023-03-08,B6567,Coffee,12:07:12,3,2.5,0.6,0.0,8.1,Beverage
2023-03-08,B6568,Pastry,00:08:33,3,5.0,1.2,1.5,14.7,Food
2023-03-08,B6569,Coffee,11:06:09,2,4.5,0.72,0.45,9.27,Beverage
2023-03-08,B6570,Tea,06:14:18,2,7.0,1.12,1.4,13.72,Beverage
2023-03-08,B6571,Coffee,08:45:30,3,6.0,1.44,1.8,17.64,Beverage
2023-03-08,B6572,Salad,16:48:38,3,6.0,1.44,1.8,17.64,Food
2023-03-08,B6573,Sandwich,12:16:51,3,3.0,0.72,0.9,8.82,Food
2023-03-08,B6574,Pastry,16:03:42,1,2.5,0.2,0.25,2.45,Food
2023-03-08,B6575,Sandwich,22:41:33,3,6.0,1.44,1.8,17.64,Food
2023-03-08,B6576,Sandwich,23:08:22,1,2.5,0.2,0.25,2.45,Food
2023-03-08,B6577,Salad,09:56:40,2,6.0,0.96,0.6,12.36,Food
2023-03-08,B6578,Tea,02:15:35,2,6.0,0.96,0.6,12.36,Beverage
2023-03-08,B6579,Salad,14:10:05,3,5.0,1.2,0.0,16.2,Food
2023-03-08,B6580,Sandwich,22:39:08,3,7.0,1.68,2.1,20.58,Food
2023-03-08,B6581,Tea,05:25:59,1,6.0,0.48,0.3,6.18,Beverage
2023-03-08,B6582,Salad,16:05:19,1,7.0,0.56,0.7,6.86,Food
2023-03-08,B6583,Salad,08:00:02,2,3.0,0.48,0.0,6.48,Food
2023-03-08,B6584,Coffee,22:37:45,2,3.5,0.56,0.7,6.86,Beverage
2023-03-08,B6585,Salad,07:01:27,1,7.0,0.56,0.7,6.86,Food
2023-03-08,B6586,Salad,17:37:09,3,3.0,0.72,0.9,8.82,Food
2023-03-08,B6587,Salad,20:10:24,3,5.0,1.2,1.5,14.7,Food
2023-03-08,B6588,Pastry,10:08:26,2,6.0,0.96,1.2,11.76,Food
2023-03-08,B6589,Tea,02:30:33,1,3.0,0.24,0.3,2.94,Beverage
2023-03-08,B6590,Tea,21:03:09,3,4.0,0.96,1.2,11.76,Beverage
2023-03-08,B6591,Tea,00:34:00,3,2.5,0.6,0.0,8.1,Beverage
2023-03-08,B6592,Sandwich,19:22:17,2,6.0,0.96,0.6,12.36,Food
2023-03-08,B6593,Sandwich,15:52:04,1,3.0,0.24,0.0,3.24,Food
2023-03-08,B6594,Tea,03:35:04,3,4.5,1.08,1.35,13.23,Beverage
2023-03-08,B6595,Sandwich,12:09:13,2,3.0,0.48,0.6,5.88,Food
2023-03-08,B6596,Sandwich,02:28:12,2,8.0,1.28,0.0,17.28,Food
2023-03-08,B6597,Pastry,13:45:56,3,8.0,1.92,0.0,25.92,Food
2023-03-08,B6598,Salad,19:41:42,3,6.0,1.44,0.0,19.44,Food
2023-03-08,B6599,Tea,02:45:06,3,2.5,0.6,0.38,7.72,Beverage
2023-03-08,B6600,Sandwich,15:56:11,3,6.0,1.44,0.9,18.54,Food
2023-03-08,B6601,Pastry,08:26:51,1,4.0,0.32,0.4,3.92,Food
2023-03-08,B6602,Pastry,23:24:58,1,6.0,0.48,0.3,6.18,Food
2023-03-08,B6603,Sandwich,15:06:44,2,3.5,0.56,0.7,6.86,Food
2023-03-08,B6604,Salad,00:59:32,3,5.0,1.2,0.75,15.45,Food
2023-03-08,B6605,Salad,20:09:59,3,8.0,1.92,0.0,25.92,Food
2023-03-08,B6606,Pastry,17:03:42,3,4.0,0.96,0.6,12.36,Food
2023-03-08,B6607,Tea,11:11:34,1,4.5,0.36,0.22,4.64,Beverage
2023-03-08,B6608,Tea,23:35:19,2,6.0,0.96,0.0,12.96,Beverage
2023-03-08,B6609,Tea,18:08:27,3,2.5,0.6,0.0,8.1,Beverage
2023-03-08,B6610,Coffee,21:57:33,3,4.0,0.96,0.6,12.36,Beverage
2023-03-08,B6611,Salad,09:12:40,1,7.0,0.56,0.35,7.21,Food
2023-03-08,B6612,Sandwich,09:22:29,2,6.0,0.96,1.2,11.76,Food
2023-03-08,B6613,Tea,13:40:56,2,2.5,0.4,0.25,5.15,Beverage
2023-03-08,B6614,Sandwich,04:49:04,3,4.5,1.08,0.68,13.9,Food
2023-03-08,B6615,Coffee,21:23:19,2,4.0,0.64,0.8,7.84,Beverage
2023-03-08,B6616,Coffee,21:14:47,2,3.5,0.56,0.0,7.56,Beverage
2023-03-08,B6617,Coffee,02:56:32,3,4.0,0.96,1.2,11.76,Beverage
2023-03-08,B6618,Tea,04:23:43,3,5.0,1.2,1.5,14.7,Beverage
2023-03-08,B6619,Sandwich,23:27:32,3,5.0,1.2,0.75,15.45,Food
2023-03-08,B6620,Coffee,18:44:52,1,3.0,0.24,0.15,3.09,Beverage
2023-03-08,B6621,Coffee,09:48:27,2,4.5,0.72,0.0,9.72,Beverage
2023-03-08,B6622,Salad,23:55:45,3,7.0,1.68,1.05,21.63,Food
2023-03-08,B6623,Sandwich,13:38:37,2,8.0,1.28,1.6,15.68,Food
2023-03-08,B6624,Salad,11:40:22,3,2.5,0.6,0.38,7.72,Food
2023-03-08,B6625,Tea,01:42:09,3,7.0,1.68,1.05,21.63,Beverage
2023-03-08,B6626,Pastry,06:08:52,1,8.0,0.64,0.4,8.24,Food
2023-03-08,B6627,Salad,09:38:25,3,5.0,1.2,1.5,14.7,Food
2023-03-08,B6628,Salad,04:16:28,2,4.0,0.64,0.8,7.84,Food
2023-03-09,B6629,Coffee,02:38:41,1,5.0,0.4,0.25,5.15,Beverage
2023-03-09,B6630,Coffee,13:56:14,2,8.0,1.28,0.8,16.48,Beverage
2023-03-09,B6631,Sandwich,12:47:47,1,4.0,0.32,0.0,4.32,Food
2023-03-09,B6632,Tea,05:58:59,1,2.5,0.2,0.0,2.7,Beverage
2023-03-09,B6633,Coffee,15:23:46,2,7.0,1.12,1.4,13.72,Beverage
2023-03-09,B6634,Salad,16:12:32,1,8.0,0.64,0.4,8.24,Food
2023-03-09,B6635,Pastry,13:17:55,1,8.0,0.64,0.0,8.64,Food
2023-03-09,B6636,Sandwich,16:08:48,1,3.0,0.24,0.3,2.94,Food
2023-03-09,B6637,Sandwich,02:18:30,3,2.5,0.6,0.38,7.72,Food
2023-03-09,B6638,Coffee,07:36:12,3,4.0,0.96,0.0,12.96,Beverage
2023-03-09,B6639,Sandwich,06:36:18,1,3.5,0.28,0.0,3.78,Food
2023-03-09,B6640,Sandwich,02:28:31,1,8.0,0.64,0.4,8.24,Food
2023-03-09,B6641,Salad,01:34:22,2,4.0,0.64,0.0,8.64,Food
2023-03-09,B6642,Coffee,23:03:54,2,2.5,0.4,0.0,5.4,Beverage
2023-03-09,B6643,Salad,11:49:54,1,3.5,0.28,0.0,3.78,Food
2023-03-09,B6644,Pastry,01:41:24,3,2.5,0.6,0.38,7.72,Food
2023-03-09,B6645,Tea,13:23:22,1,6.0,0.48,0.3,6.18,Beverage
2023-03-09,B6646,Coffee,03:00:56,1,3.5,0.28,0.18,3.6,Beverage
2023-03-09,B6647,Salad,23:54:49,2,2.5,0.4,0.0,5.4,Food
2023-03-09,B6648,Salad,04:36:37,3,4.0,0.96,1.2,11.76,Food
2023-03-09,B6649,Sandwich,19:44:34,2,3.5,0.56,0.7,6.86,Food
2023-03-09,B6650,Sandwich,01:21:22,2,4.0,0.64,0.4,8.24,Food
2023-03-09,B6651,Pastry,09:44:40,3,3.0,0.72,0.9,8.82,Food
2023-03-09,B6652,Coffee,12:12:59,3,4.0,0.96,0.0,12.96,Beverage
2023-03-09,B6653,Tea,17:07:44,2,3.5,0.56,0.7,6.86,Beverage
2023-03-09,B6654,Salad,16:00:13,1,5.0,0.4,0.0,5.4,Food
2023-03-09,B6655,Sandwich,22:41:19,2,3.0,0.48,0.6,5.88,Food
2023-03-09,B6656,Sandwich,05:18:21,3,4.0,0.96,1.2,11.76,Food
2023-03-09,B6657,Salad,00:48:11,2,6.0,0.96,0.0,12.96,Food
2023-03-09,B6658,Salad,02:41:37,1,4.0,0.32,0.2,4.12,Food
2023-03-09,B6659,Coffee,13:25:02,2,4.5,0.72,0.0,9.72,Beverage
2023-03-09,B6660,Pastry,15:22:59,2,3.5,0.56,0.35,7.21,Food
2023-03-09,B6661,Sandwich,19:09:33,2,4.5,0.72,0.9,8.82,Food
2023-03-09,B6662,Coffee,17:47:05,1,5.0,0.4,0.25,5.15,Beverage
2023-03-09,B6663,Pastry,14:12:13,3,4.0,0.96,1.2,11.76,Food
2023-03-09,B6664,Pastry,16:31:26,2,7.0,1.12,1.4,13.72,Food
2023-03-09,B6665,Pastry,23:49:00,1,5.0,0.4,0.5,4.9,Food
2023-03-09,B6666,Sandwich,18:25:48,3,6.0,1.44,0.0,19.44,Food
2023-03-09,B6667,Tea,20:27:09,1,4.0,0.32,0.2,4.12,Beverage
2023-03-09,B6668,Pastry,20:50:24,2,8.0,1.28,0.8,16.48,Food
2023-03-09,B6669,Tea,21:55:45,2,3.5,0.56,0.7,6.86,Beverage
2023-03-09,B6670,Salad,04:17:47,3,6.0,1.44,1.8,17.64,Food
2023-03-09,B6671,Tea,17:58:03,1,6.0,0.48,0.6,5.88,Beverage
2023-03-09,B6672,Salad,19:56:46,1,3.0,0.24,0.3,2.94,Food
2023-03-09,B6673,Pastry,15:29:12,1,3.5,0.28,0.18,3.6,Food
2023-03-09,B6674,Coffee,07:21:10,2,3.0,0.48,0.6,5.88,Beverage
2023-03-09,B6675,Tea,13:24:13,2,4.0,0.64,0.8,7.84,Beverage
2023-03-09,B6676,Sandwich,07:35:26,3,7.0,1.68,0.0,22.68,Food
2023-03-09,B6677,Tea,07:43:02,1,3.5,0.28,0.35,3.43,Beverage
2023-03-09,B6678,Salad,13:34:33,1,4.0,0.32,0.4,3.92,Food
2023-03-09,B6679,Salad,05:04:55,2,5.0,0.8,0.5,10.3,Food
2023-03-09,B6680,Tea,20:29:04,2,8.0,1.28,1.6,15.68,Beverage
2023-03-09,B6681,Tea,08:26:16,2,3.0,0.48,0.0,6.48,Beverage
2023-03-09,B6682,Salad,01:57:07,3,5.0,1.2,1.5,14.7,Food
2023-03-09,B6683,Coffee,18:25:36,2,4.5,0.72,0.0,9.72,Beverage
2023-03-09,B6684,Coffee,14:32:20,2,2.5,0.4,0.0,5.4,Beverage
2023-03-09,B6685,Coffee,12:18:02,3,6.0,1.44,1.8,17.64,Beverage
2023-03-09,B6686,Pastry,11:01:58,3,3.5,0.84,0.52,10.82,Food
2023-03-09,B6687,Tea,19:58:37,3,4.0,0.96,0.6,12.36,Beverage
2023-03-09,B6688,Tea,10:26:37,3,6.0,1.44,0.0,19.44,Beverage
2023-03-09,B6689,Tea,01:50:25,2,4.5,0.72,0.9,8.82,Beverage
2023-03-09,B6690,Tea,02:00:41,3,3.0,0.72,0.0,9.72,Beverage
2023-03-09,B6691,Pastry,10:46:22,1,2.5,0.2,0.25,2.45,Food
2023-03-09,B6692,Coffee,22:22:15,3,3.5,0.84,0.0,11.34,Beverage
2023-03-09,B6693,Sandwich,10:34:40,3,3.0,0.72,0.45,9.27,Food
2023-03-09,B6694,Tea,19:43:33,1,8.0,0.64,0.4,8.24,Beverage
2023-03-09,B6695,Tea,11:52:05,3,3.0,0.72,0.45,9.27,Beverage
2023-03-09,B6696,Pastry,10:56:11,3,4.5,1.08,1.35,13.23,Food
2023-03-09,B6697,Coffee,06:49:21,2,6.0,0.96,1.2,11.76,Beverage
2023-03-09,B6698,Tea,23:57:39,2,5.0,0.8,0.5,10.3,Beverage
2023-03-09,B6699,Tea,00:05:00,3,4.5,1.08,1.35,13.23,Beverage
2023-03-09,B6700,Coffee,04:18:02,2,3.0,0.48,0.6,5.88,Beverage
2023-03-09,B6701,Coffee,01:25:48,3,4.0,0.96,0.6,12.36,Beverage
2023-03-09,B6702,Pastry,22:52:44,2,6.0,0.96,0.0,12.96,Food
